contrato_id,numero_contrato,pessoa_id,titular_id,curso_id,status,x_status,matricula,data_cancelamento,vendedor_id,telemarketing_id,fonte_id,fonte
14232,14067,166374,,56,1,Ativo,2025-06-19,,178908,181042,1428,Leads Matheus - 2025
